ECG,GSR,PPG_red,PPG_ir,PPG_green,absolute_time,label
1577.6904308587305,2006.8672800370198,130521.94714730677,166539.60812966473,22910.028423185246,1711141249.8143792,
175.62023581221922,2008.9501950472234,130525.44020825997,166538.93792448656,22913.62993605076,1711141249.8271997,
1821.6989436525917,2006.5508008332374,130535.22270961064,166539.68040390615,22901.928367514625,1711141249.8400202,
1583.3214813968536,2005.408572097838,130526.83965550936,166522.53527252906,22909.387322594885,1711141249.8528407,
1738.905668974828,2005.5957635259933,130533.71529091816,166507.40369009346,22914.348141817907,1711141249.8656611,
1303.2077204608665,2006.252786484664,130523.810252875,166505.3806834803,22915.64902647757,1711141249.8784816,
1372.6114450161394,2006.2175145390315,130521.48592683354,166509.84160860398,22920.091429154316,1711141249.891302,
2425.8343548881267,2005.387696105667,130528.54485384529,166515.51595580424,22921.683977659977,1711141249.9041228,
1397.5234130697443,2005.5051509484217,130531.25762927161,166522.01277095883,22912.02791700537,1711141249.9169433,
2182.0469493067203,2005.6463678247674,130526.12585372984,166529.39306609434,22912.309042839952,1711141249.9297638,
1482.756922947272,2006.4031281981067,130505.17051716933,166519.89104112703,22915.273847487373,1711141249.9425843,
1007.3276056577886,2005.9892763212479,130498.06407921182,166510.7404899578,22910.54994378999,1711141249.9554048,
1911.3609718744399,2005.395417538204,130500.44881738933,166511.87174058208,22910.067187463297,1711141249.9682252,
946.7927689536818,2005.5497045158843,130498.21379816224,166526.20415606818,22914.80142134361,1711141249.9810457,
2076.840938016532,2005.399440421562,130501.59404798954,166530.9106456806,22918.49315413939,1711141249.9938664,
2056.939530659954,2006.1799898186227,130511.42174246482,166533.78767359746,22911.15329301982,1711141250.006687,
1447.387390702594,2006.9146015561478,130502.10786038119,166538.1127360879,22915.807789059763,1711141250.0195074,
2419.8498955758005,2007.100131277651,130492.16263307504,166526.1508044799,22911.87265206728,1711141250.032328,
925.794918886356,2006.168783067555,130494.73389739126,166512.08619766112,22894.84204813599,1711141250.0451484,
1458.9830869584985,2005.92012352812,130497.89695744815,166510.3523880918,22902.527837556434,1711141250.0579689,
1750.7203656982379,2006.8498984029698,130499.6572790474,166522.6707947476,22904.113942016313,1711141250.0707893,
936.2522509915639,2007.991222488614,130478.93550302659,166497.75274625386,22906.78896853826,1711141250.0836098,
2610.003420076713,2007.049661002728,130474.51351009098,166493.58158116852,22906.580211634006,1711141250.0964305,
1648.3013482970352,2005.9989885636835,130495.02319238879,166507.51435647893,22903.493550949283,1711141250.109251,
1689.9400788278317,2005.4799231391992,130502.80782412537,166511.622349001,22897.74740412949,1711141250.1220715,
2188.536629100393,2005.6010204394734,130511.79836896996,166511.93874899438,22892.86800471977,1711141250.134892,
599.4529121929886,2007.0111695211826,130513.82042169623,166501.39292941085,22894.978269820134,1711141250.1477125,
1796.1318775747861,2005.8420323459648,130518.43678501586,166504.31703502825,22898.11358262721,1711141250.160533,
1444.3355985462877,2006.3052025628415,130500.85204734851,166498.39801054564,22903.495522690497,1711141250.1733534,
1400.3630317369768,2007.4596023961071,130497.61808087293,166483.05628740945,22914.929707680752,1711141250.186174,
2642.482658204927,2006.2388786274983,130501.10980769963,166500.63734317548,22908.638079583703,1711141250.1989946,
1483.247552944693,2006.004023946946,130486.3421110425,166515.8507110544,22902.784706636623,1711141250.211815,
1715.6609555898115,2005.9291940760215,130473.55258771799,166526.08425377557,22892.991093600223,1711141250.2246356,
1550.3105356728327,2006.3632643703718,130470.21473754574,166530.49792110318,22895.086893913554,1711141250.237456,
2049.64613626399,2007.1168094549175,130490.96831329142,166525.60053247557,22901.261448689173,1711141250.2502766,
1396.75715872167,2006.8831975918743,130488.90237813898,166520.75265115383,22897.360209685703,1711141250.263097,
891.8961675571624,2005.7195424463623,130482.03784404862,166513.05724038702,22890.016544803,1711141250.2759175,
1907.5950148430213,2004.8858130681056,130487.7245239315,166500.88591930366,22886.274379249855,1711141250.288738,
1107.0873354235166,2007.0409050021465,130479.73969798387,166492.46796656668,22883.741203405076,1711141250.3015587,
2271.665020533326,2008.2577683787351,130464.99491414623,166488.37786086238,22881.33330853981,1711141250.3143792,
2202.7368111806795,2007.4068931862487,130461.69257962666,166486.36669420527,22876.734584077407,1711141250.3271997,
1332.2352276031877,2005.9556889109492,130460.89232481821,166474.48498819178,22887.09511755059,1711141250.3400202,
3050.6236446150265,2004.880548070799,130459.87203430469,166484.57731473455,22891.599662054447,1711141250.3528407,
1980.609165332522,2006.2477120502192,130487.03045103098,166492.27951407182,22885.532300345934,1711141250.3656611,
1440.7383921808932,2006.1412434225115,130490.58352155761,166464.32567822048,22887.132552691237,1711141250.3784816,
1524.5129786527182,2005.964358306865,130482.33308979822,166466.09825170186,22891.077092677824,1711141250.391302,
1606.9625464271946,2006.0277050011164,130478.67612427873,166489.05541688026,22895.78168791606,1711141250.4041228,
1727.6047665439712,2005.940157191375,130486.491384356,166491.19378237514,22909.106863430672,1711141250.4169433,
285.88726400556135,2007.4573033949923,130488.52069400655,166488.31876743928,22901.5692784888,1711141250.4297638,
1942.157577292381,2007.497855642201,130492.02488245537,166479.00729233518,22888.994883728632,1711141250.4425843,
1616.607633474835,2005.9237020265011,130503.54341107528,166494.57478914657,22893.01829855075,1711141250.4554048,
1763.0443956591846,2004.4616447144176,130491.79651061859,166503.24757855202,22885.17500473198,1711141250.4682252,
2950.5799196155313,2005.1516990345847,130473.87792343315,166510.88140123824,22879.000497827947,1711141250.4810457,
1242.6374503987574,2005.9807324670735,130454.88326945771,166502.27809502312,22882.23278358709,1711141250.4938664,
1790.897385847417,2005.5186793280095,130460.75817997099,166496.95049392394,22880.595142899972,1711141250.506687,
1288.1508762342185,2006.0740181004517,130463.71911344973,166490.69177959196,22875.60622165665,1711141250.5195074,
641.2718531025337,2006.967466312673,130463.58825093265,166481.68309848686,22871.00896148067,1711141250.532328,
2147.26239794562,2008.8782975466265,130475.61237915684,166470.39543058208,22878.77370969845,1711141250.5451484,
1420.6897385881819,2007.596088617293,130481.00733243828,166479.63157079805,22885.188004943146,1711141250.5579689,
2302.6935121513256,2005.938903365933,130477.11759690764,166480.45285367235,22889.244520767104,1711141250.5707893,
2390.5998483523085,2006.5428784057738,130463.18659542924,166464.26342345183,22886.974769909255,1711141250.5836098,
1251.2721785194678,2005.3060266574137,130463.0006661444,166478.58030935292,22884.30366595205,1711141250.5964305,
1777.5366356331085,2005.7746962706628,130472.06434214945,166482.53588344116,22880.404695971552,1711141250.609251,
1421.6574044039987,2007.960764393854,130482.73130500478,166480.55781350075,22886.847339499112,1711141250.6220715,
1464.0758250079996,2006.8754842832652,130484.02350928246,166494.97976136094,22891.45161495531,1711141250.634892,
602.082713808056,2005.7259763232228,130483.87913022278,166496.69165631797,22885.05454479227,1711141250.6477125,
1566.5109557107253,2006.6999489160858,130480.9526089796,166485.48581838526,22881.58778929769,1711141250.660533,
1949.2821698839641,2007.1450727965544,130478.75786059415,166483.2956945426,22883.728952182522,1711141250.6733534,
1430.5824841503113,2006.2744928093418,130466.40680406436,166501.4960673031,22887.23854088065,1711141250.686174,
2769.9970350976705,2005.5345946275731,130462.29101765565,166492.55224403174,22890.683751716355,1711141250.6989946,
1438.0046722161546,2005.544999491202,130474.79012657353,166493.50104259577,22893.481460441806,1711141250.711815,
1503.93200408414,2005.0196140974633,130466.23050892176,166503.45511511073,22891.14434494918,1711141250.7246356,
1760.9303209246998,2005.462623448187,130456.0186476444,166495.47741866007,22886.172564108547,1711141250.737456,
574.5425765707223,2005.0691943368686,130453.14360592877,166483.18875394165,22879.818286250178,1711141250.7502766,
2209.34123204609,2004.4818518011857,130451.94460752481,166475.71529884601,22880.250569843898,1711141250.763097,
1646.8047110091397,2006.0050431467016,130453.99422662224,166468.47389307542,22889.514551604498,1711141250.7759175,
1715.853887952583,2006.4449291444237,130453.96139004281,166462.58360315792,22885.00659595072,1711141250.788738,
3276.594179360464,2005.044748656198,130464.26605506528,166472.40915144142,22873.69747544731,1711141250.8015587,
1511.6579093175724,2006.4713620652271,130437.23159439601,166474.91477699252,22881.08093271331,1711141250.8143792,
1758.0698768354919,2009.5425806656092,130432.27049250859,166459.85590614326,22889.03910479032,1711141250.8271997,
1306.6128465218944,2022.7534680265933,130443.79230948449,166461.9091198559,22875.79175061945,1711141250.8400202,
169.38708028798897,2017.4431490577497,130456.7229317746,166462.98944723938,22869.695768005604,1711141250.8528407,
1892.1636018756717,2002.7161531848321,130470.96285398828,166452.92884359497,22874.487778370705,1711141250.8656611,
1451.3700416341958,2005.9515467456547,130447.15180946767,166468.83481746973,22879.137839490515,1711141250.8784816,
2322.805135803576,2006.9284536522189,130448.07796342981,166461.86913081192,22884.900674690518,1711141250.891302,
2877.984033295084,2007.166041097707,130457.18116072883,166452.83554026374,22884.11952854475,1711141250.9041228,
1377.8380596667205,2009.5570865379136,130456.04970541685,166463.34933486528,22882.747660545272,1711141250.9169433,
1907.7018847312158,2011.3764778385287,130452.30393428956,166469.18721140103,22879.205567011973,1711141250.9297638,
640.9892449112551,2016.3484744731213,130442.64021803108,166475.82681227406,22884.465820295507,1711141250.9425843,
738.2059066447132,2011.0330765060578,130439.76112826775,166477.969404692,22901.068589384875,1711141250.9554048,
1894.477430516742,2006.8207749266016,130447.55080485951,166475.17992230534,22890.440683005374,1711141250.9682252,
1379.989393473901,2005.1039799235527,130454.14065984334,166468.96166935883,22877.287292282235,1711141250.9810457,
2960.756687796077,2002.4312931356378,130449.3422277536,166456.6417727303,22884.469202178567,1711141250.9938664,
2223.392057107107,2008.9252466274822,130446.22620419721,166460.4180143246,22872.148764305457,1711141251.006687,
1475.1404928508246,2011.5379793716036,130435.64714020927,166464.07626582013,22851.950911702923,1711141251.0195074,
1871.0103944066714,2006.3045941844055,130439.67116187072,166456.54816613975,22857.380012912505,1711141251.032328,
110.08033597732341,2005.724303478525,130445.31055225682,166439.56412558793,22868.07280992224,1711141251.0451484,
1406.1414599219106,2006.752955313543,130447.59612873248,166428.5761438947,22871.35570328201,1711141251.0579689,
1698.098307179462,2008.954258454606,130453.77514389201,166433.86286858737,22876.5357612084,1711141251.0707893,
1636.1936947649888,2006.748567209627,130441.15358901194,166434.72036284063,22870.393014801124,1711141251.0836098,
1662.497044797197,2004.5059702427793,130429.26893859409,166429.30904808262,22869.955006667333,1711141251.0964305,
1655.0673703601597,2006.0083102055771,130425.50989134939,166406.83624352273,22873.033922705563,1711141251.109251,
3294.303309065472,2005.8124715020163,130423.76837469646,166335.22906091847,22883.625747868122,1711141251.1220715,
1552.1161462021068,2006.0706848385878,130360.5304349498,166197.52905252876,22874.819519473047,1711141251.134892,
1714.24810665326,2027.215073837763,130174.79924281384,165893.23697513642,22851.73742482088,1711141251.1477125,
1481.9153467661008,2021.9189089335393,129917.83961974073,165421.23871993666,22815.011270209005,1711141251.160533,
1099.4204207374098,2002.421575272407,129745.33881554152,165008.2028167987,22796.63401981291,1711141251.1733534,
2546.438132675735,2005.0353925144161,129676.30966240412,164818.87579306008,22799.23070918158,1711141251.186174,
1390.123222866706,2004.3731905552497,129650.33940981425,164714.35630357327,22798.776135350003,1711141251.1989946,
2262.5178746561105,2006.6664666208117,129633.76086397699,164646.61130007738,22787.995873639,1711141251.211815,
2941.158280546024,2009.140523125024,129618.86561786704,164619.2808352779,22782.13046992209,1711141251.2246356,
1380.9298477668358,2005.8378162314511,129609.81880257913,164604.5328774308,22774.324828163346,1711141251.237456,
1896.5127537756973,2004.2858558867304,129602.19472563031,164585.26897874245,22768.030295567645,1711141251.2502766,
721.9013522122028,2005.9016941484804,129605.8993903752,164569.69810550287,22772.958425239573,1711141251.263097,
657.0372575319933,2006.3685477144609,129590.90396738917,164555.00370734456,22782.427842499143,1711141251.2759175,
1905.7695296521235,2007.743172756141,129585.2027050551,164553.4797743621,22781.11039043065,1711141251.288738,
1377.8364001439693,2007.504802148478,129584.98516470192,164549.1848858029,22779.227680272375,1711141251.3015587,
2892.241533600771,2006.4095518113716,129580.62636479578,164539.4226880782,22788.050649257282,1711141251.3143792,
2306.098099553732,2003.2547050029548,129599.6862334335,164542.50822223994,22790.951500489467,1711141251.3271997,
1455.2128862959382,2011.926642331847,129608.71029232546,164537.2850253858,22791.821911449413,1711141251.3400202,
1888.9191198981446,2017.642998312107,129621.36206462281,164528.62105574372,22793.87384123478,1711141251.3528407,
159.3444384100415,2007.0098358385844,129616.51530226707,164509.9034545539,22790.349443444054,1711141251.3656611,
1321.8507592612928,2004.2153297177788,129609.21929626666,164516.39788565965,22796.386201759324,1711141251.3784816,
1753.3009417368646,2004.1250851496795,129611.58132005285,164544.05268059077,22791.295493779784,1711141251.391302,
1518.2543293186798,2003.9815725215071,129599.9546268925,164531.14560254433,22786.58391013148,1711141251.4041228,
3282.172662056963,2003.9891515299319,129592.52824559764,164539.02705563765,22784.915727671774,1711141251.4169433,
1700.3640493829528,2004.4782470624136,129596.28485689961,164547.20340309912,22776.211086186246,1711141251.4297638,
1653.207301795244,2005.0011611050963,129599.98624775904,164557.0102352135,22773.993756274638,1711141251.4425843,
1585.6323157203485,2004.9926568113433,129589.39834325317,164548.97198878205,22771.98131852683,1711141251.4554048,
20.418123092920272,2005.0375448063662,129578.09229388909,164538.44494269733,22772.411044575434,1711141251.4682252,
1802.1862050588745,2004.7872321288253,129580.1742420201,164534.00380064663,22773.972978662878,1711141251.4810457,
1478.671066181326,2002.240752375445,129590.88742112595,164530.17412832426,22782.686794075442,1711141251.4938664,
1393.141229898407,2002.9210643394242,129592.2368980683,164525.82980182534,22777.186163019385,1711141251.506687,
2718.9812995843317,2005.4190568553895,129562.83862646237,164519.73968891508,22779.178842273144,1711141251.5195074,
1438.956065458824,2006.041561058057,129569.85478870149,164524.42001983666,22780.368033752282,1711141251.532328,
1923.6011902562684,2005.974679267029,129585.60919544531,164518.21572455007,22774.88464923096,1711141251.5451484,
1365.9985706016766,2006.0642831969744,129589.08510624018,164516.0674383062,22787.468654450786,1711141251.5579689,
633.5109732872319,2005.717766016809,129605.55437327313,164520.32576216612,22795.642053967862,1711141251.5707893,
1845.0928392112698,2005.914341647411,129586.12739620291,164512.1535791967,22782.12390899331,1711141251.5836098,
1577.9256401527591,2006.3078722853268,129581.38166503585,164517.60421784018,22783.295611978407,1711141251.5964305,
1751.3645583232726,2004.5867315731614,129604.0883133677,164522.3083431604,22785.579652355933,1711141251.609251,
1248.707501027771,2004.0651880986077,129598.81699712873,164524.56266854244,22779.69672839021,1711141251.6220715,
2394.818616128939,2005.1556386492932,129599.68926487547,164528.57385302032,22780.624757805403,1711141251.634892,
2278.8282679900262,2005.610539696335,129606.99225472994,164532.49695611492,22784.79900700104,1711141251.6477125,
1450.6202664750303,2005.1686907654218,129598.96368004367,164536.09251258898,22782.315132456333,1711141251.660533,
2038.8960926286259,2004.8738979391187,129589.0289050033,164535.99972569686,22784.585190696416,1711141251.6733534,
1066.667211788266,2005.750850018653,129588.95302719277,164540.48712913826,22780.601853010907,1711141251.686174,
776.5111125349279,2006.134430008715,129585.05659678935,164541.55598821762,22774.682319709464,1711141251.6989946,
232.53747940735636,2005.1572769534812,129578.41169391271,164532.7759955231,22772.210550897336,1711141251.711815,
1459.4459709169444,2004.9234607510155,129572.88838230296,164521.6813147884,22772.566021262195,1711141251.7246356,
1720.095804821647,2005.8543386466827,129588.44650774602,164519.14102894667,22776.675578096114,1711141251.737456,
1473.6837990984507,2006.992434303829,129576.13908533126,164501.2550923726,22778.714571845907,1711141251.7502766,
3199.6582958100535,2006.0439827068992,129574.48669316563,164503.3291061244,22782.600760279536,1711141251.763097,
1642.5998999552469,2004.996116594248,129594.54885959956,164503.49193209672,22769.399208514056,1711141251.7759175,
1688.148722462913,2004.4894410652198,129595.89724020839,164504.69294825802,22757.173996219026,1711141251.788738,
1825.9267891822212,2004.5216372153823,129608.95285186352,164511.57423957114,22775.032966365525,1711141251.8015587,
298.9776105748192,2005.0982679460965,129597.37761077489,164514.07531660586,22786.07231641325,1711141251.8143792,
1831.0306995262076,2006.1827404136516,129602.1968915407,164510.3081530279,22784.59111859812,1711141251.8271997,
1388.3125759521467,2007.1064043334045,129598.09923129862,164519.5833019951,22777.394703900252,1711141251.8400202,
1066.8185408094312,2006.7838060352756,129592.73527742113,164531.53646402713,22777.53594098596,1711141251.8528407,
2429.7738425472835,2005.8842827213573,129593.69433271734,164534.19801335072,22780.682125725107,1711141251.8656611,
1474.4647690870597,2006.113540387833,129579.17119294657,164527.57923738667,22773.30763910522,1711141251.8784816,
1867.6232843972055,2005.5858589885381,129576.54816960645,164542.96640407233,22769.789450762673,1711141251.891302,
983.3913901506929,2005.2814386462182,129580.72152331339,164547.18722393416,22765.848107642047,1711141251.9041228,
541.5822491464047,2006.0299665014913,129584.92289916157,164527.10340318945,22764.798635024566,1711141251.9169433,
1912.6726670620974,2004.8999412135913,129583.51622204533,164492.71045653842,22775.414148203843,1711141251.9297638,
1386.7861221055327,2004.6903011015106,129585.21230203197,164451.52629846497,22764.29881666773,1711141251.9425843,
2738.969483537362,2005.0115655301408,129575.78507997762,164409.09150376296,22761.305434607995,1711141251.9554048,
2490.0660467067855,2005.2933829904437,129569.15245397501,164387.59032476,22765.563886724136,1711141251.9682252,
1355.5036043351815,2005.501744327766,129561.58654282303,164364.18554008953,22766.030955159873,1711141251.9810457,
2342.3328419741897,2005.7919682132024,129555.14388162164,164329.73390675054,22770.552307658247,1711141251.9938664,
1045.866720794573,2006.1810313303422,129576.57443658804,164312.64346543475,22767.21822651495,1711141252.006687,
1275.575982199416,2004.8732506495005,129586.51666693648,164308.14053010425,22765.83447773283,1711141252.0195074,
1875.9846420660583,2004.3024664019176,129604.33571497683,164299.6018359361,22762.89187999505,1711141252.032328,
455.62831258500114,2005.7516323640177,129618.63467038628,164298.8284831822,22774.3970734699,1711141252.0451484,
1880.2499333721548,2006.4672972722117,129627.3269753803,164287.0107147333,22785.753820219226,1711141252.0579689,
1747.847501266521,2006.5531055962015,129607.07058093161,164285.50004035412,22776.32593892361,1711141252.0707893,
1583.0449161020902,2005.5665062402056,129592.79222194354,164288.53190447876,22773.94933315805,1711141252.0836098,
2590.879890916091,2005.4636244077162,129588.84453559986,164281.07013392722,22762.631674605662,1711141252.0964305,
920.3294344345466,2007.0043175276414,129572.93636199497,164260.43238114275,22769.555545917163,1711141252.109251,
880.3195356872304,2006.452839504199,129567.04693060381,164257.77882527403,22773.47843433594,1711141252.1220715,
908.6681682505595,2005.4194790111058,129553.42882528633,164247.34468715577,22773.894331995274,1711141252.134892,
1735.4434592274104,2005.0745104619816,129547.0370769328,164242.12992141763,22776.05182419591,1711141252.1477125,
1448.8774876062291,2006.0772657727723,129519.91215037837,164221.19282172644,22758.92736097811,1711141252.160533,
753.2854919954696,2005.9936729758788,129507.3505702568,164182.90734288603,22752.220540893144,1711141252.1733534,
2494.734568475028,2005.9164023417572,129504.29201416732,164155.35799642737,22757.433465646263,1711141252.186174,
2762.316275546251,2005.402886540614,129482.48145790609,164114.4824229477,22759.68436619996,1711141252.1989946,
2428.485777398343,2005.720156345518,129462.42330692844,164066.38916983138,22759.540829152942,1711141252.211815,
1464.3724107579292,2005.7419990382261,129446.26568886927,164023.35292602566,22755.81263738913,1711141252.2246356,
1997.0668961745064,2004.7961833915258,129449.77118560235,164006.19343545515,22756.15987360385,1711141252.237456,
1303.8997745712056,2005.4450640804528,129445.5745860603,164001.14862858664,22748.470929398736,1711141252.2502766,
769.5682415915041,2006.1105712867175,129452.6224618241,163987.26906998703,22752.294875307703,1711141252.263097,
1949.2862014499565,2005.9159593488414,129464.05836721086,163987.5656740149,22773.03201981396,1711141252.2759175,
981.9834632514765,2006.3170788559064,129477.32533144904,163980.49588007995,22777.03079534491,1711141252.288738,
1891.335650494611,2006.3125311677845,129484.39797860029,163977.44758029774,22774.30598659076,1711141252.3015587,
2134.1837738708405,2005.5690687721485,129474.23216387723,163969.25165347703,22778.12678387728,1711141252.3143792,
1462.1958652582762,2005.8356008406827,129463.50461920138,163972.0448539866,22772.313955378668,1711141252.3271997,
2088.060385978666,2005.9781566968727,129447.74821251213,163966.68925849226,22756.441103798457,1711141252.3400202,
533.3512994904444,2006.4057968504562,129436.17320775121,163953.1825083799,22757.00748740741,1711141252.3528407,
1308.323392256568,2006.191050529852,129421.38386089931,163944.09901751042,22771.82674251918,1711141252.3656611,
1727.053324101161,2005.4678001482575,129426.63790660517,163935.34603821608,22765.45228795002,1711141252.3784816,
1614.822910928847,2006.3749506035485,129429.01148082432,163934.64759810746,22757.12515476463,1711141252.391302,
1713.8934574175698,2006.5248265922548,129420.08875948022,163938.61453202905,22757.49049279986,1711141252.4041228,
1031.7819297225158,2006.08998217372,129421.46895451665,163950.6601162264,22747.555355818226,1711141252.4169433,
2708.259291239744,2004.5109923262835,129432.11444699853,163959.3615951921,22745.49038461691,1711141252.4297638,
1641.068278534223,2005.506407561732,129434.87841439806,163952.83362825346,22745.51261247031,1711141252.4425843,
1720.7328557651697,2005.4758563982261,129406.80676220592,163922.87334849258,22753.125545086066,1711141252.4554048,
3097.864269493327,2005.6096877079342,129415.20373793416,163932.64475144327,22764.472087216724,1711141252.4682252,
1364.8138026106374,2007.0069119483378,129430.95403544862,163947.7439026436,22751.640873845736,1711141252.4810457,
1758.3559903519724,2005.8530960557375,129429.0933751099,163946.7558429706,22743.46526618966,1711141252.4938664,
1363.0312988841667,2006.2373484627421,129441.65451727105,163944.50603349117,22749.182214737233,1711141252.506687,
681.9296973563835,2006.886731449779,129454.45382954126,163940.70465000047,22752.272523517786,1711141252.5195074,
2215.8183815396087,2005.8556241421845,129457.93303765451,163957.1812559893,22752.784397143376,1711141252.532328,
1406.3869562588684,2006.1155273286965,129452.48314866083,163979.67997630546,22758.974150110113,1711141252.5451484,
2342.9462917661367,2005.6099972877844,129457.77181783834,163986.6826657491,22762.01358058635,1711141252.5579689,
2867.6347301740357,2005.167127623919,129455.564228016,163994.07500895197,22757.76861986101,1711141252.5707893,
1378.70954932863,2006.6195644032007,129455.31051301121,163999.00261356813,22762.562751141344,1711141252.5836098,
1908.4883727447525,2006.6971507408205,129451.59070236467,164012.6124460507,22762.31588556341,1711141252.5964305,
632.732888058419,2005.3936487571752,129453.72652650248,164013.91347731484,22759.979484420695,1711141252.609251,
747.6001214156305,2004.8601820507458,129457.91436052958,164007.38506192612,22763.377280344586,1711141252.6220715,
1888.714537104884,2005.502162848547,129448.52110197682,164003.98529929732,22762.660163221393,1711141252.634892,
1397.2702655042256,2006.7434894998526,129448.96798823796,164011.5737107756,22750.381604830607,1711141252.6477125,
2855.1960954245983,2006.9708849026365,129471.83312834575,164023.98474397542,22739.296755149488,1711141252.660533,
2008.1473304455417,2007.462360141252,129496.95573814183,164052.27917226727,22740.304598938266,1711141252.6733534,
1459.526870163932,2006.5361110106574,129491.75031687986,164085.0033256562,22751.308981062582,1711141252.686174,
1810.5294124281988,2004.6552032099091,129493.37890336903,164090.740387908,22754.190645059753,1711141252.6989946,
738.3760836386152,2004.8940173443848,129494.23384536078,164087.30247337403,22745.47424079961,1711141252.711815,
2244.9358392180425,2004.9918074476923,129492.22013894434,164098.72558765608,22737.093003710866,1711141252.7246356,
1777.72328580498,2005.443893118851,129525.67871750507,164119.6341843245,22743.38969693211,1711141252.737456,
1564.2974653641063,2005.537014315525,129530.56830317812,164131.58793808255,22754.561929969008,1711141252.7502766,
2976.981328702373,2004.9910942563235,129564.06269302791,164140.8770811031,22767.835024570788,1711141252.763097,
1312.3082770968638,2006.0054880705118,129571.39118776566,164166.10037251847,22764.450836750075,1711141252.7759175,
1683.0356683699397,2005.987977471184,129550.36174246437,164167.69498811968,22759.869591404095,1711141252.788738,
1567.9220172464736,2006.0318888278453,129546.92453895668,164181.82990504813,22759.151807232007,1711141252.8015587,
1112.3206092429991,2005.8367515804161,129551.28370481548,164195.44835164756,22757.36017810646,1711141252.8143792,
2655.4743763103443,2004.498011030049,129563.4683818133,164197.96864835467,22747.139514701073,1711141252.8271997,
1442.8108479145103,2004.012867794995,129537.05385139294,164177.93001148498,22755.78392092718,1711141252.8400202,
2071.7426666416527,2007.9813404529068,129501.00324868018,164152.76094666365,22762.975289163154,1711141252.8528407,
2849.084712847909,2022.995793568716,129474.85280454239,164117.60800638856,22758.834270724095,1711141252.8656611,
1283.195666719976,2015.5802461596024,129467.23540104294,164085.15281178508,22748.574190516294,1711141252.8784816,
1833.56460616249,2003.6954834545697,129468.87004262592,164052.0441661633,22741.92766206383,1711141252.891302,
1139.7912935475183,2006.94426055917,129448.57468147026,164032.0044745525,22743.54341718389,1711141252.9041228,
1410.3934307153536,2006.6971770753917,129422.17620338606,164012.32699923826,22742.684781908683,1711141252.9169433,
2281.1685882713477,2005.1621015615224,129407.0994125904,163982.8919165948,22749.72062070779,1711141252.9297638,
